record_set,record_id,name,MW,LogP,leverage,leverage_threshold,in_leverage_domain,in_simple_MW_LogP_range
experimental_training_214,114,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,299.37000000000006,1.9333,0.07123733601119306,0.16822429906542055,True,True
experimental_training_214,115,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,299.3700000000001,1.5011,0.07224611027121756,0.16822429906542055,True,True
experimental_training_214,116,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,301.3860000000001,1.7251,0.06695501355609446,0.16822429906542055,True,True
experimental_training_214,117,COc1ccc2cc(C(C)C(=O)O)ccc2c1,230.263,3.036500000000001,0.01829184687450079,0.16822429906542055,True,True
experimental_training_214,118,COc1ccc2cc(C(C)C(=O)OCC3OC(O)C(O)C(O)C3O)ccc2c1,392.404,0.2949999999999995,0.052264602609507466,0.16822429906542055,True,True
experimental_training_214,119,COc1ccccc1N=Nc1c(O)ccc2ccc([N+](C)(C)C)cc12,336.4150000000001,5.166100000000005,0.0770090105572553,0.16822429906542055,True,True
experimental_training_214,120,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.29900000000004,1.55042,0.0786522775177966,0.16822429906542055,True,True
experimental_training_214,121,Cc1c(O)cccc1Cl,142.58499999999998,2.35402,0.015786818418677375,0.16822429906542055,True,True
experimental_training_214,122,Cc1cc(N)ccc1N,122.171,1.15942,0.024791508492242903,0.16822429906542055,True,True
experimental_training_214,123,Cc1ccc(C#N)cc1,117.151,1.8667,0.018213904426352397,0.16822429906542055,True,True
experimental_training_214,124,Cc1ccc(C(C)C)c(O)c1,150.221,2.824020000000001,0.020749897547646928,0.16822429906542055,True,True
experimental_training_214,125,Cc1ccc(C(C)C)cc1O,150.221,2.8240200000000013,0.020749897547646928,0.16822429906542055,True,True
experimental_training_214,126,Cc1ccc(Cl)c(O)c1C,156.61200000000002,2.662440000000001,0.017742027720304324,0.16822429906542055,True,True
experimental_training_214,127,Cc1ccc2oc(=O)ccc2c1,160.172,2.10142,0.02580988603915659,0.16822429906542055,True,True
experimental_training_214,128,ClC(Br)Br,208.28,2.2986000000000004,0.0650747561067957,0.16822429906542055,True,True
experimental_training_214,129,ClC(Cl)Br,163.829,2.1425,0.047288082931965396,0.16822429906542055,True,True
experimental_training_214,130,ClC(Cl)Cl,119.378,1.9864,0.051486135364363625,0.16822429906542055,True,True
experimental_training_214,131,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.1350000000001,6.454800000000002,0.08428570067929088,0.16822429906542055,True,True
experimental_training_214,132,Clc1cccc(Cl)c1NC1=NCCN1,230.098,2.3644999999999996,0.05229334803196969,0.16822429906542055,True,True
experimental_training_214,133,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.845,5.376700000000004,0.10019997700216729,0.16822429906542055,True,True
experimental_training_214,134,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.16699999999997,-1.0397000000000003,0.10628716900474357,0.16822429906542055,True,True
experimental_training_214,135,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.194,-1.0293,0.15687664978984342,0.16822429906542055,True,True
experimental_training_214,136,Cn1c(N)nc2c3cccnc3ccc21,198.229,1.7037,0.06346675326129596,0.16822429906542055,True,True
