Drug name,Drug loading in MN patch (µg),Drug MW (Dalton),MN Length (mm),Skin type (rat =1; human = 2),MN type (hydrogel =1; plastic = 2),MN surface area (mm2),Permeation time (hour),Drug permeation percentage,Drug permeation amounts (µg/cm2),References,smiles,is_small_molecule,LogP,TPSA,HBD,HBA,RotB,NumRings,NumAromaticRings,FractionCSP3,MolarRefractivity,NumHeteroatoms
caffeine,5310.0,194.19,0.875973,2,1,28.53528595,3.0,0.1772166,9.4102,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,3690.0,194.19,0.998619,2,1,32.43964704,3.0,0.349122,12.8826,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,2190.0,194.19,1.062965,2,1,34.49080218,3.0,1.409242,30.8624,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,5310.0,194.19,0.875973,2,1,28.53528595,6.0,0.406661,21.5937,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,3690.0,194.19,0.998619,2,1,32.43964704,6.0,0.6315799,23.3053,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,2190.0,194.19,1.062965,2,1,34.49080218,6.0,2.4832009,54.3821,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,5310.0,194.19,0.875973,2,1,28.53528595,9.0,0.6112768,32.4588,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,3690.0,194.19,0.998619,2,1,32.43964704,9.0,0.9204309,33.9639,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,2190.0,194.19,1.062965,2,1,34.49080218,9.0,3.3086575,72.4596,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,5310.0,194.19,0.875973,2,1,28.53528595,24.0,1.4912863,79.1873,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,3690.0,194.19,0.998619,2,1,32.43964704,24.0,2.4129892,89.0393,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
caffeine,2190.0,194.19,1.062965,2,1,34.49080218,24.0,5.9865845,131.1062,,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,True,-1.0293,61.82,0,3,0,2,2,0.375,51.19600000000001,6
copper ions,736.6,63.5,0.7,1,2,36.855,1.0,0.8453793,6.227064,"Li H, Low YS, Chong HP, et al. Microneedle-mediated delivery of copper peptide through skin. Pharm Res. 2015;32:2678-2689.",,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,3.0,1.0150345,7.476744,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,6.0,1.1294483,8.319516,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,9.0,1.2289655,9.05256,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,1.0,0.8371034,6.166104,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,3.0,1.0098621,7.438644,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,6.0,1.148069,8.456676,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,9.0,1.2825517,9.447276,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,1.0,0.6691034,4.928616,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,3.0,0.9537931,7.02564,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,6.0,1.2233793,9.011412,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,1,2,36.855,9.0,1.4770345,10.879836,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,1.0,2.6495791,19.5168,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,1.0,2.4827586,18.288,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,1.0,1.7698615,13.0368,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,3.0,3.9691556,29.2368,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,3.0,3.4009232,25.0512,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,3.0,3.4185175,25.1808,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,6.0,5.1818626,38.1696,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,6.0,4.3927233,32.3568,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,6.0,5.1968504,38.28,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,9.0,6.1749661,45.4848,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,9.0,5.3174043,39.168,,,False,,,,,,,,,,
copper ions,736.6,63.5,0.7,2,2,36.855,9.0,6.7594895,49.7904,,,False,,,,,,,,,,
GHK peptide,7888.0,340.38,0.7,1,2,36.855,1.0,5.7460151,453.2456677,"Li H, Low YS, Chong HP, et al. Microneedle-mediated delivery of copper peptide through skin. Pharm Res. 2015;32:2678-2689.",C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,3.0,7.7147601,608.5402767,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,6.0,8.8721541,699.8355176,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,9.0,9.7465097,768.8046883,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,1.0,3.4974256,275.8769329,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,3.0,5.1038324,402.590303,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,6.0,6.2920355,496.3157573,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,9.0,7.2219962,569.6710595,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,1.0,2.4619652,194.1998183,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,3.0,5.6861063,448.5200612,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,6.0,9.0041458,710.2470186,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,1,2,36.855,9.0,11.6244901,916.9397782,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,1.0,0.2891969,22.81185437,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,1.0,0.2736605,21.58634282,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,1.0,0.1807479,14.2573962,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,3.0,0.424926,33.5181655,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,3.0,0.3637388,28.69171996,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,3.0,0.3524695,27.80279558,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,6.0,0.5439803,42.90916931,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,6.0,0.4577203,36.10497467,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,6.0,0.4853251,38.28244524,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,9.0,0.620593,48.95237426,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,9.0,0.5221895,41.19030492,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
GHK peptide,7888.0,340.38,0.7,2,2,36.855,9.0,0.5927416,46.75545732,,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)CN,True,-1.9058999999999955,176.22,6,6,11,1,1,0.5714285714285714,85.74870000000003,10
lidocaine,5000.0,234.34,0.7,2,2,36.855,1.0,0.0407876,2.039379206,"Li H. Creation of transport pathways across skin by microneedles for drug delivery [Ph.D thesis]. Singapore: Department of Pharmacy, National University of Singapore; 2016. https://scholarbank.nus.edu.sg/handle/10635/129141.",CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,3.0,0.6606969,33.03484383,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,6.0,2.8926549,144.6327434,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,9.0,6.8148163,340.7408145,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,1.0,0.0411237,2.05618266,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,3.0,0.6565894,32.82946828,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,6.0,2.7240229,136.2011436,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,9.0,5.9165036,295.8251818,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,1.0,0.0404142,2.020708701,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,3.0,0.675932,33.79660041,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,6.0,2.945007,147.2503481,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
lidocaine,5000.0,234.34,0.7,2,2,36.855,9.0,6.9493559,347.4677973,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,True,2.5837400000000006,32.34,1,2,5,1,1,0.5,72.33370000000004,3
