MW,LogP,TPSA,HBD,HBA,RotB,NumRings,NumAromaticRings,FractionCSP3,MolarRefractivity,NumHeteroatoms,canon_smiles,logKp_cm_h,n_measurements,sources
198.269,2.4418000000000006,52.04,2,2,2,2,2,0.07692307692307693,64.51480000000002,2,Nc1ccc(Cc2ccc(N)cc2)cc1,-2.66,1,HuskinDB
142.58900000000003,1.5044,52.04,2,2,0,1,1,0.0,40.2768,3,Nc1ccc(Cl)c(N)c1,-2.67,1,HuskinDB
127.574,1.9222,26.02,1,1,0,1,1,0.0,35.86440000000002,2,Nc1ccc(Cl)cc1,-1.44,1,SkinPiX
153.14100000000002,0.7592000000000001,95.18,2,4,1,1,1,0.0,41.9212,5,Nc1ccc(N)c([N+](=O)[O-])c1,-2.745,2,"HuskinDB,SkinPiX"
108.144,0.8510000000000002,52.04,2,2,0,1,1,0.0,35.2668,2,Nc1ccc(N)cc1,-3.2,2,"HuskinDB,SkinPiX"
197.19400000000002,0.5811999999999999,101.42,3,5,4,1,1,0.25,53.08430000000001,6,Nc1ccc(NCCO)c([N+](=O)[O-])c1,-2.42,1,SkinPiX
154.125,0.8825999999999998,89.39,2,4,1,1,1,0.0,39.17360000000001,5,Nc1ccc(O)c([N+](=O)[O-])c1,-2.55,1,HuskinDB
109.12799999999999,0.9743999999999999,46.25,2,2,0,1,1,0.0,32.5192,2,Nc1ccc(O)cc1,-1.53,1,SkinPiX
154.125,0.8825999999999998,89.39,2,4,1,1,1,0.0,39.17360000000001,5,Nc1ccc(O)cc1[N+](=O)[O-],-2.2,1,SkinPiX
153.141,0.7592000000000001,95.17999999999999,2,4,1,1,1,0.0,41.9212,5,Nc1ccc([N+](=O)[O-])cc1N,-2.14,1,SkinPiX
108.144,0.851,52.04,2,2,0,1,1,0.0,35.2668,2,Nc1ccccc1N,-3.34,1,HuskinDB
243.21900000000002,-2.563,130.82999999999998,4,7,2,2,1,0.5555555555555556,55.91880000000002,8,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-5.3,1,HuskinDB
225.20799999999997,-1.3318000000000003,119.05000000000001,3,6,4,2,2,0.375,55.59890000000001,8,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-3.87,1,HuskinDB
18.015,-0.8247,31.5,0,0,0,0,0,0.0,3.6138,1,O,-2.99,1,HuskinDB
217.844,1.1869,37.3,1,1,1,0,0,0.5,29.277799999999996,4,O=C(O)C(Br)Br,-2.58,1,HuskinDB
163.387,1.4412,37.3,1,1,0,0,0,0.5,27.925800000000002,5,O=C(O)C(Cl)(Cl)Cl,-2.72,1,HuskinDB
173.393,1.0308,37.3,1,1,1,0,0,0.5,26.203799999999998,4,O=C(O)C(Cl)Br,-2.79,1,HuskinDB
128.942,0.8747,37.3,1,1,1,0,0,0.5,23.1298,4,O=C(O)C(Cl)Cl,-2.72,1,HuskinDB
414.06399999999996,4.4451,37.3,1,1,6,0,0,0.875,43.3728,17,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.24,1,SkinPiX
148.161,1.7844,37.3,1,1,2,1,1,0.0,43.11180000000002,2,O=C(O)C=Cc1ccccc1,-2.4,1,SkinPiX
138.948,0.46590000000000004,37.3,1,1,1,0,0,0.5,21.429799999999997,3,O=C(O)CBr,-2.85,1,HuskinDB
122.55100000000002,1.09,37.3,1,1,3,0,0,0.75,27.58979999999999,3,O=C(O)CCCCl,-1.96,1,SkinPiX
94.49700000000001,0.3098,37.3,1,1,1,0,0,0.5,18.3558,3,O=C(O)CCl,-2.95,1,HuskinDB
622.5390000000003,1.6082,231.66999999999996,6,11,12,5,3,0.23333333333333334,149.1242999999999,15,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,-4.49,1,SkinPiX
169.073,-1.2042000000000002,106.86000000000001,4,3,4,0,0,0.6666666666666666,32.54959999999999,7,O=C(O)CNCP(=O)(O)O,-3.33,1,HuskinDB
92.119,0.0008000000000000229,37.3,2,2,1,0,0,0.5,21.488799999999998,3,O=C(O)CS,-1.66,1,SkinPiX
296.153,4.364100000000001,49.33,2,2,4,2,2,0.07142857142857142,77.52650000000003,5,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-3.0,1,HuskinDB
122.12299999999996,1.3848,37.3,1,1,1,1,1,0.0,33.4013,2,O=C(O)c1ccccc1,-1.76,2,"HuskinDB,SkinPiX"
281.23299999999995,4.1472000000000016,49.33,2,2,3,2,2,0.07142857142857142,68.12800000000001,6,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-2.59,1,HuskinDB
138.12199999999999,1.0903999999999998,57.53,2,2,1,1,1,0.0,35.066100000000006,3,O=C(O)c1ccccc1O,-2.2,1,HuskinDB
182.222,2.917600000000001,17.07,0,1,2,2,2,0.0,56.316500000000026,1,O=C(c1ccccc1)c1ccccc1,0.12,1,SkinPiX
198.01899999999998,2.4164000000000003,29.43,0,2,1,1,1,0.0,41.92350000000001,3,O=C=Nc1ccc(Br)cc1,-1.9,1,SkinPiX
132.16199999999998,1.8987,17.07,0,1,2,1,1,0.0,41.54000000000002,1,O=CC=Cc1ccccc1,-1.46,1,SkinPiX
134.13500000000002,-1.0455999999999999,73.13000000000001,2,4,5,0,0,1.0,31.539599999999986,5,O=NN(CCO)CCO,-2.38,1,HuskinDB
261.089,1.884,41.57000000000001,1,2,5,1,0,1.0,59.19120000000003,7,O=P1(N(CCCl)CCCl)NCCCO1,-2.68,1,SkinPiX
250.275,1.9305999999999996,74.60000000000001,2,4,2,2,2,0.0,61.665400000000034,5,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,-5.59,1,SkinPiX
191.13899999999998,-1.2782000000000002,91.06000000000002,1,6,2,2,0,1.0,37.354200000000006,7,O=[N+]([O-])OC1COC2C(O)COC12,-3.4,1,SkinPiX
236.13599999999997,-1.0621999999999998,123.20000000000003,0,8,4,2,0,1.0,43.21480000000002,10,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-1.95,1,SkinPiX
202.55299999999997,2.1564000000000005,86.28,0,4,2,1,1,0.0,44.76080000000001,7,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-1.52,1,SkinPiX
123.11099999999996,1.5948,43.14,0,2,1,1,1,0.0,33.0964,3,O=[N+]([O-])c1ccccc1,-1.27,1,SkinPiX
130.078,-0.7977000000000001,65.72,2,2,0,1,1,0.0,27.641399999999994,5,O=c1[nH]cc(F)c(=O)[nH]1,-4.1,1,HuskinDB
61.83300000000001,-2.0518,60.69,3,3,0,0,0,0.0,12.4104,4,OB(O)O,-3.64,1,HuskinDB
157.25699999999998,-2.9792000000000005,86.61000000000001,2,7,0,2,0,0.0,32.8786,11,OB1OB2OB(O)OB(O1)O2,-3.77,1,HuskinDB
165.403,0.6672999999999998,40.46,2,2,0,0,0,1.0,28.515599999999996,5,OC(O)C(Cl)(Cl)Cl,-2.4,1,HuskinDB
182.172,-3.5854000000000004,121.38000000000001,6,6,5,0,0,1.0,38.198800000000006,6,OCC(O)C(O)C(O)C(O)CO,-4.36,1,HuskinDB
342.297,-5.395599999999993,189.52999999999997,8,11,5,2,0,1.0,68.64140000000003,11,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-5.28,1,HuskinDB
504.43800000000005,-7.571399999999989,268.67999999999995,11,16,8,3,0,1.0,101.27480000000001,16,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,-4.65,1,HuskinDB
134.178,1.6921,20.23,1,1,2,1,1,0.1111111111111111,42.56180000000003,1,OCC=Cc1ccccc1,-1.47,1,SkinPiX
138.16599999999997,1.0576999999999999,29.46,1,2,3,1,1,0.25,39.02280000000002,2,OCCOc1ccccc1,-2.87,1,HuskinDB
289.54499999999996,5.144700000000002,29.46,1,2,2,2,2,0.0,69.65280000000003,5,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-2.365,2,"HuskinDB,SkinPiX"
126.11099999999996,0.8033999999999999,60.69,3,3,0,1,1,0.0,31.436399999999995,3,Oc1cc(O)cc(O)c1,-2.51,1,HuskinDB
336.23099999999994,4.5085000000000015,40.46,2,2,2,2,2,0.2,69.10360000000001,8,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-2.72,1,INRS_new
126.11099999999998,0.8033999999999999,60.69,3,3,0,1,1,0.0,31.436399999999995,3,Oc1ccc(O)c(O)c1,-3.9,1,HuskinDB
110.11199999999998,1.0977999999999999,40.46,2,2,0,1,1,0.0,29.771599999999996,2,Oc1ccc(O)cc1,-2.95,1,HuskinDB
144.17299999999997,2.5454,20.23,1,1,0,2,2,0.0,45.61280000000002,1,Oc1ccc2ccccc2c1,-1.2,1,HuskinDB
110.11199999999998,1.0977999999999999,40.46,2,2,0,1,1,0.0,29.771599999999992,2,Oc1cccc(O)c1,-2.695,2,"HuskinDB,SkinPiX"
126.11099999999998,0.8033999999999997,60.69,3,3,0,1,1,0.0,31.436399999999992,3,Oc1cccc(O)c1O,-2.81,1,HuskinDB
144.17299999999997,2.5454000000000008,20.23,1,1,0,2,2,0.0,45.61280000000003,1,Oc1cccc2ccccc12,-1.58,1,HuskinDB
94.11299999999999,1.3921999999999999,20.23,1,1,0,1,1,0.0,28.106799999999993,1,Oc1ccccc1,-2.03,1,HuskinDB
110.11199999999998,1.0977999999999999,40.46,2,2,0,1,1,0.0,29.771599999999992,2,Oc1ccccc1O,-2.51,1,HuskinDB
22.031098556,-0.8247,31.5,0,0,0,0,0,0.0,3.6138,1,[3H]O[3H],-2.88,1,SkinPiX
128.17399999999995,2.839800000000001,0.0,0,0,0,2,2,0.0,43.94800000000003,0,c1ccc2ccccc2c1,-1.92,1,SkinPiX
78.11399999999999,1.6866,0.0,0,0,0,1,1,0.0,26.441999999999993,0,c1ccccc1,-0.53,2,"HuskinDB,SkinPiX"
