MW,LogP,TPSA,HBD,HBA,RotB,NumRings,NumAromaticRings,FractionCSP3,MolarRefractivity,NumHeteroatoms,canon_smiles,logKp_cm_h,n_measurements,sources
144.388,1.88018,23.79,0,1,0,0,0,0.5,25.903,4,N#CC(Cl)(Cl)Cl,-1.04,1,HuskinDB
154.394,1.4697799999999999,23.79,0,1,0,0,0,0.5,24.180999999999997,3,N#CC(Cl)Br,-0.79,1,HuskinDB
109.94300000000001,1.31368,23.79,0,1,0,0,0,0.5,21.106999999999996,3,N#CC(Cl)Cl,-0.82,1,HuskinDB
75.49799999999999,0.74878,23.79,0,1,0,0,0,0.5,16.333,2,N#CCCl,-1.0,1,HuskinDB
119.12299999999996,1.26388,44.019999999999996,1,2,0,1,1,0.0,32.821799999999996,2,N#Cc1ccc(O)cc1,-2.17,1,HuskinDB
122.12699999999997,0.18050000000000016,55.980000000000004,1,2,1,1,1,0.0,32.7549,3,NC(=O)c1cccnc1,-4.2,1,SkinPiX
133.10299999999998,-1.127,100.62000000000002,3,3,3,0,0,0.5,27.863999999999997,5,NC(CC(=O)O)C(=O)O,-3.95,1,HuskinDB
155.15699999999998,-0.6359000000000001,92.00000000000001,3,3,3,1,1,0.3333333333333333,37.9029,5,NC(Cc1c[nH]cn1)C(=O)O,-4.34,1,HuskinDB
60.056,-0.9762000000000002,69.11,2,1,0,0,0,0.0,13.7708,3,NC(N)=O,-3.76,1,HuskinDB
131.131,-0.6210000000000004,80.39,2,3,4,0,0,0.6,30.931199999999993,4,NCC(=O)CCC(=O)O,-4.15,1,HuskinDB
146.19,-0.4726999999999995,89.34,3,3,5,0,0,0.8333333333333334,38.5166,4,NCCCCC(N)C(=O)O,-3.54,1,HuskinDB
61.083999999999996,-1.0626000000000002,46.25,2,2,1,0,0,1.0,16.140200000000004,2,NCCO,-3.58,1,SkinPiX
154.125,0.8825999999999998,89.39,2,4,1,1,1,0.0,39.173600000000015,5,Nc1cc([N+](=O)[O-])ccc1O,-3.18,1,HuskinDB
